index,node,prompt,class_name,is_leaf,classidx
498,n03290653,itap of a entertainment center.,entertainment center,1,548
499,n02083346,itap of a canine.,canine,0,99999
500,n04356056,itap of a sunglasses or shades.,sunglasses or shades,1,837
501,n03151077,itap of a curtains or drapes.,curtains or drapes,0,99999
502,n07734744,itap of a edible mushroom.,edible mushroom,1,947
503,n07892512,itap of a red wine.,red wine,1,966
504,n02974003,itap of a car wheel.,car wheel,1,479
505,n04125021,itap of a safe.,safe,1,771
506,n04523525,itap of a vaulted or arched ceiling.,vaulted or arched ceiling,1,884
507,n03709823,itap of a mailbag or messenger bag.,mailbag or messenger bag,1,636
508,n02906734,itap of a broom.,broom,1,462
509,n02988304,itap of a CD player.,CD player,1,485
510,n03443371,itap of a goblet.,goblet,1,572
511,n04265275,itap of a space heater.,space heater,1,811
512,n03874599,itap of a padlock.,padlock,1,695
513,n02408429,itap of a water buffalo.,water buffalo,1,346
514,n04023962,itap of a punching bag.,punching bag,1,747
515,n07930864,itap of a tea cup.,tea cup,1,968
516,n02018207,itap of a American coot.,American coot,1,137
517,n04033995,itap of a quilt or comforter.,quilt or comforter,1,750
518,n03773504,itap of a weapons missile.,weapons missile,1,657
519,n03636649,itap of a lamp.,lamp,0,99999
520,n04041544,itap of a wireless radio.,wireless radio,1,754
521,n03788195,itap of a mosque a place of worship.,mosque a place of worship,1,668
522,n03915437,itap of a percussion instrument.,percussion instrument,0,99999
523,n03127925,itap of a crate.,crate,1,519
524,n02190166,itap of a fly.,fly,1,308
525,n02788148,itap of a bannister (balustrade) handrail.,bannister (balustrade) handrail,1,421
526,n04447443,itap of a toiletry or toilet articles.,toiletry or toilet articles,0,99999
527,n07697537,itap of a hotdog.,hotdog,1,934
528,n03990474,itap of a cooking pot.,cooking pot,0,99999
529,n03958227,itap of a plastic bag.,plastic bag,1,728
530,n01697457,itap of a African Nile crocodile.,African Nile crocodile,1,49
531,n02324045,itap of a rabbit.,rabbit,0,99999
532,n03419014,itap of a garment or clothing.,garment or clothing,0,99999
533,n02058221,itap of a albatross.,albatross,1,146
534,n04571292,itap of a exercising weight.,exercising weight,0,99999
535,n02233338,itap of a cockroach.,cockroach,1,314
536,n02794156,itap of a barometer.,barometer,1,426
537,n03218198,itap of a dogsled.,dogsled,1,537
538,n04004767,itap of a printer.,printer,1,742
539,n04517823,itap of a vacuum cleaner.,vacuum cleaner,1,882
540,n03133878,itap of a Crock Pot  cooker.,Crock Pot  cooker,1,521
541,n01943899,itap of a conch.,conch,1,112
542,n01829413,itap of a hornbill.,hornbill,1,93
543,n02526121,itap of a eel.,eel,1,390
544,n02389026,itap of a common sorrel horse.,common sorrel horse,1,339
545,n02236044,itap of a praying mantis.,praying mantis,1,315
546,n01990800,itap of a isopod.,isopod,1,126
547,n01982650,itap of a lobster.,lobster,0,99999
548,n04162706,itap of a seat belt.,seat belt,1,785
549,n01592084,itap of a chickadee.,chickadee,1,19
550,n02757462,itap of a audio or sound system.,audio or sound system,0,99999
551,n04147183,itap of a schooner ship.,schooner ship,1,780
552,n02329401,itap of a rodent.,rodent,0,99999
553,n04606251,itap of a shipwreck.,shipwreck,1,913
554,n04208210,itap of a shovel.,shovel,1,792
555,n03932670,itap of a piece of cloth.,piece of cloth,0,99999
556,n02859443,itap of a boathouse.,boathouse,1,449
557,n07873807,itap of a pizza.,pizza,1,963
558,n02443484,itap of a black-footed ferret.,black-footed ferret,1,359
559,n02778669,itap of a ball.,ball,0,99999
560,n01582220,itap of a magpie.,magpie,1,18
561,n03908618,itap of a case.,case,1,709
562,n03529860,itap of a home theater.,home theater,1,598
563,n01529672,itap of a finch.,finch,0,99999
564,n04355338,itap of a sundial.,sundial,1,835
565,n01944390,itap of a snail.,snail,1,113
566,n04228054,itap of a ski.,ski,1,795
567,n03602883,itap of a joystick.,joystick,1,613
568,n01770393,itap of a scorpion.,scorpion,1,71
569,n01531178,itap of a goldfinch.,goldfinch,1,11
570,n01833805,itap of a hummingbird.,hummingbird,1,94
571,n07684084,itap of a French bread loaf.,French bread loaf,1,930
572,n03763968,itap of a military uniform.,military uniform,1,652
573,n02892767,itap of a bra.,bra,1,459
574,n07875152,itap of a potpie.,potpie,1,964
575,n02256656,itap of a cicada.,cicada,1,316
576,n02950826,itap of a cannon.,cannon,1,471
577,n04599235,itap of a wool.,wool,1,911
578,n01924916,itap of a flatworm or platyhelminth.,flatworm or platyhelminth,1,110
579,n04560804,itap of a water jug.,water jug,1,899
580,n02417914,itap of a Alpine ibex.,Alpine ibex,1,350
581,n03857828,itap of a cathode-ray oscilloscope.,cathode-ray oscilloscope,1,688
582,dummy30,itap of a cycle.,cycle,0,99999
583,n03743016,itap of a megalithic structure.,megalithic structure,1,649
584,n02229544,itap of a cricket.,cricket,1,312
585,n02114100,itap of a wolf.,wolf,0,99999
586,n07860988,itap of a dough.,dough,1,961
587,n03786901,itap of a mortar and pestle.,mortar and pestle,1,666
588,n03041632,itap of a meat cleaver  knife.,meat cleaver  knife,1,499
589,n04238763,itap of a slide rule.,slide rule,1,798
590,n02655020,itap of a pufferfish or blowfish.,pufferfish or blowfish,1,397
591,n01604330,itap of a bird of prey.,bird of prey,0,99999
592,n03837869,itap of a obelisk pillar monument.,obelisk pillar monument,1,682
593,n04311174,itap of a steel drum.,steel drum,1,822
594,n03691459,itap of a loudspeaker.,loudspeaker,1,632
595,n01632777,itap of a axolotl.,axolotl,1,29
596,n01728572,itap of a Carphophis or worm colubrid snake.,Carphophis or worm colubrid snake,1,52
597,n03196324,itap of a digital computer.,digital computer,0,99999
598,n03538406,itap of a horse cart.,horse cart,1,603
599,n01797886,itap of a ruffed grouse or partridge.,ruffed grouse or partridge,1,82
600,n03840681,itap of a ocarina vessel flute.,ocarina vessel flute,1,684
601,n01877812,itap of a wallaby brush kangaroo.,wallaby brush kangaroo,1,104
602,n02862048,itap of a body armor.,body armor,0,99999
603,n03016953,itap of a chiffonier or commode of drawers.,chiffonier or commode of drawers,1,493
604,n02009912,itap of a American great white egret.,American great white egret,1,132
605,n04389033,itap of a army tank.,army tank,1,847
606,n01818515,itap of a macaw.,macaw,1,88
607,n03255030,itap of a dumbbell.,dumbbell,1,543
608,n02084071,itap of a dog.,dog,0,99999
609,n04370456,itap of a sweatshirt.,sweatshirt,1,841
610,n07747607,itap of a orange.,orange,1,950
611,n04548280,itap of a wall clock.,wall clock,1,892
612,n02504013,itap of a Asian elephant.,Asian elephant,1,385
613,n03513137,itap of a helmet.,helmet,0,99999
614,n02397096,itap of a warthog.,warthog,1,343
615,n03928116,itap of a piano or pianoforte.,piano or pianoforte,0,99999
616,n02981792,itap of a catamaran boat.,catamaran boat,1,484
617,n04069434,itap of a reflex camera.,reflex camera,1,759
618,n03854065,itap of a pipe organ.,pipe organ,1,687
619,n03535780,itap of a horizontal gymnastic bar.,horizontal gymnastic bar,1,602
620,n02992529,itap of a mobilephone or cellular telephone.,mobilephone or cellular telephone,1,487
621,n03485794,itap of a handkerchief or hanky.,handkerchief or hanky,1,591
622,n03590841,itap of a carved pumpkin or jack-o-lantern.,carved pumpkin or jack-o-lantern,1,607
623,n02963159,itap of a cardigan.,cardigan,1,474
624,n04275548,itap of a spider web.,spider web,1,815
625,n01560419,itap of a bulbul.,bulbul,1,16
626,n02790996,itap of a barbell.,barbell,1,422
627,n07753113,itap of a fig.,fig,1,952
628,n02364673,itap of a guinea pig.,guinea pig,1,338
629,n02484322,itap of a monkey.,monkey,0,99999
630,n04335435,itap of a tramcar or trolley car.,tramcar or trolley car,1,829
631,n04604644,itap of a snake-rail fence or split-rail fence.,snake-rail fence or split-rail fence,1,912
632,n02325366,itap of a cottontail wood rabbit.,cottontail wood rabbit,1,330
633,n03196217,itap of a digital clock.,digital clock,1,530
634,n07715561,itap of a squash vegetable.,squash vegetable,0,99999
635,n02114855,itap of a coyote prairie wolf.,coyote prairie wolf,1,272
636,n03372029,itap of a flute.,flute,1,558
637,n02356798,itap of a eastern Fox squirrel.,eastern Fox squirrel,1,335
638,n01984695,itap of a spiny rock lobster or crawfish.,spiny rock lobster or crawfish,1,123
639,n07611358,itap of a frozen dessert.,frozen dessert,0,99999
640,n02787622,itap of a banjo.,banjo,1,420
641,n01819313,itap of a sulphur-crested cockatoo.,sulphur-crested cockatoo,1,89
642,n01687665,itap of a agamid lizard.,agamid lizard,0,99999
643,n03467517,itap of a guitar.,guitar,0,99999
644,n02396427,itap of a wild boar.,wild boar,1,342
645,n04199027,itap of a shoe.,shoe,0,99999
646,n02129604,itap of a tiger.,tiger,1,292
647,n02114367,itap of a timber grey wolf.,timber grey wolf,1,269
648,n03976467,itap of a Polaroid camera.,Polaroid camera,1,732
649,n04141076,itap of a saxophone.,saxophone,1,776
650,n01737021,itap of a water snake or Nerodia snake.,water snake or Nerodia snake,1,58
651,n01773157,itap of a yellow garden spider.,yellow garden spider,1,72
652,n03000134,itap of a chain-link fence.,chain-link fence,1,489
653,n01753488,itap of a Saharan horned viper.,Saharan horned viper,1,66
654,n03721384,itap of a marimba xylophone.,marimba xylophone,1,642
655,n02128757,itap of a snow leopard.,snow leopard,1,289
656,n02123394,itap of a Persian cat.,Persian cat,1,283
657,n03017168,itap of a wind chime or bell chime.,wind chime or bell chime,1,494
658,n03838899,itap of a oboe woodwind.,oboe woodwind,1,683
659,n01744401,itap of a African rock python.,African rock python,1,62
660,n02134084,itap of a polar bear.,polar bear,1,296
661,n03720891,itap of a maraca hand percussion.,maraca hand percussion,1,641
662,n03110669,itap of a cornet.,cornet,1,513
663,n04418357,itap of a theater or front curtain.,theater or front curtain,1,854
664,n04230808,itap of a skirt.,skirt,0,99999
665,n03891251,itap of a park bench.,park bench,1,703
666,n03484083,itap of a handcart or pushcart.,handcart or pushcart,0,99999
667,n02470325,itap of a ape.,ape,0,99999
668,n02948072,itap of a candle.,candle,1,470
669,n01608432,itap of a kite (bird of prey).,kite bird,1,21
670,n03595614,itap of a T-shirt.,T-shirt,1,610
671,n03584254,itap of a iPod.,iPod,1,605
672,n01728920,itap of a ring-necked snake or ringneck colubrid snake.,ring-necked snake or ringneck colubrid snake,1,53
673,n03223299,itap of a doormat  mat.,doormat  mat,1,539
674,n04344873,itap of a studio couch.,studio couch,1,831
675,n04192698,itap of a shield.,shield,1,787
676,n12620546,itap of a rose hip fruit.,rose hip fruit,1,989
677,n02701002,itap of a ambulance.,ambulance,1,407
678,n03424325,itap of a gasmask or respirator.,gasmask or respirator,1,570
679,n02276258,itap of a red admiral butterfly.,red admiral butterfly,1,321
680,n04509417,itap of a unicycle or monocycle.,unicycle or monocycle,1,880
681,n02834397,itap of a baby's bib.,baby's bib,1,443
682,n04596742,itap of a wok.,wok,1,909
683,n04371563,itap of a swimsuit or bathing suit.,swimsuit or bathing suit,0,99999
684,n07753275,itap of a pineapple.,pineapple,1,953
685,n01978455,itap of a rock crab.,rock crab,1,119
686,n04252077,itap of a snowmobile.,snowmobile,1,802
687,n11879895,itap of a rapeseed.,rapeseed,1,984
688,n03445777,itap of a golf ball.,golf ball,1,574
689,n02033041,itap of a dowitcher.,dowitcher,1,142
690,n02802426,itap of a basketball.,basketball,1,430
691,n07754684,itap of a jackfruit.,jackfruit,1,955
692,n04254680,itap of a soccer ball.,soccer ball,1,805
693,n02342885,itap of a hamster.,hamster,1,333
694,n03085013,itap of a computer keyboard.,computer keyboard,1,508
695,n01675722,itap of a banded gecko.,banded gecko,1,38
696,n01735189,itap of a garter snake.,garter snake,1,57
697,n01774750,itap of a tarantula.,tarantula,1,76
698,n02804610,itap of a bassoon.,bassoon,1,432
699,n01752165,itap of a viper snake.,viper snake,0,99999
700,n01667114,itap of a mud turtle.,mud turtle,1,35
701,n01742172,itap of a boa constrictor.,boa constrictor,1,61
702,n02281787,itap of a gossamer-winged butterfly.,gossamer-winged butterfly,1,326
703,n04536866,itap of a violin.,violin,1,889
704,n01734418,itap of a kingsnake or chain snake.,kingsnake or chain snake,1,56
705,n01740131,itap of a night snake or Hypsiglena or rear-fanged snake.,night snake or Hypsiglena or rear-fanged snake,1,60
706,n01774384,itap of a southern black widow.,southern black widow,1,75
707,n01983481,itap of a American lobster.,American lobster,1,122
708,n03868242,itap of a oxcart or bullock cart.,oxcart or bullock cart,1,690
709,n02077923,itap of a sea lion.,sea lion,1,150
710,n03259280,itap of a Dutch oven.,Dutch oven,1,544
711,n04118538,itap of a rugby ball.,rugby ball,1,768
712,n01484850,itap of a great white shark.,great white shark,1,2
713,n02127052,itap of a lynx.,lynx,1,287
714,n02123045,itap of a tabby cat.,tabby cat,1,281
715,n02062744,itap of a whale.,whale,0,99999
716,n04584207,itap of a wig.,wig,1,903
717,n07715103,itap of a cauliflower.,cauliflower,1,938
718,n01622779,itap of a great grey owl.,great grey owl,1,24
719,n04326547,itap of a stone wall.,stone wall,1,825
720,n04487394,itap of a trombone.,trombone,1,875
721,n04143897,itap of a scarf.,scarf,0,99999
722,n03814639,itap of a neck brace.,neck brace,1,678
723,n07753592,itap of a banana.,banana,1,954
724,n01496331,itap of a electric ray.,electric ray,1,5
725,n07718747,itap of a artichoke.,artichoke,1,944
726,n02134418,itap of a sloth bear.,sloth bear,1,297
727,n01729977,itap of a smooth green snake.,smooth green snake,1,55
728,n07760859,itap of a custard apple.,custard apple,1,956
729,n03124043,itap of a cowboy boot.,cowboy boot,1,514
730,n02977058,itap of a automated teller machine or ATM machine.,automated teller machine or ATM machine,1,480
731,n02132136,itap of a brown bear.,brown bear,1,294
732,n03495258,itap of a harp.,harp,1,594
733,n01644373,itap of a tree frog.,tree frog,1,31
734,n01773549,itap of a barn spider.,barn spider,1,73
735,n03047690,itap of a clog footwear.,clog footwear,1,502
736,n03497657,itap of a hat.,hat,0,99999
737,n03775071,itap of a mitten glove.,mitten glove,1,658
738,n01667778,itap of a terrapin turtle.,terrapin turtle,1,36
739,n02814533,itap of a station wagon.,station wagon,1,436
740,n03001627,itap of a chair.,chair,0,99999
741,n02917067,itap of a bullet train or high-speed train.,bullet train or high-speed train,1,466
742,n03814906,itap of a necklace.,necklace,1,679
743,n02939185,itap of a cooking cauldron.,cooking cauldron,1,469
744,n02346627,itap of a porcupine or hedgehog.,porcupine or hedgehog,1,334
745,n02129165,itap of a lion.,lion,1,291
746,n02395406,itap of a pig (hog).,pig (hog),1,341
747,n02133161,itap of a American black bear.,American black bear,1,295
748,n04409515,itap of a tennis ball.,tennis ball,1,852
749,n04229816,itap of a balaclava ski mask.,balaclava ski mask,1,796
750,n02786058,itap of a Band Aid.,Band Aid,1,419
751,n04525305,itap of a vending machine.,vending machine,1,886
752,n03478589,itap of a half track vehicle.,half track vehicle,1,586
753,n02281406,itap of a sulphur butterfly.,sulphur butterfly,1,325
754,n02423022,itap of a gazelle.,gazelle,1,353
755,n02821943,itap of a bedroom furniture.,bedroom furniture,0,99999
756,n07714990,itap of a broccoli.,broccoli,1,937
757,n01798484,itap of a prairie grouse.,prairie grouse,1,83
758,n04540053,itap of a volleyball.,volleyball,1,890
759,n02125311,itap of a cougar.,cougar,1,286
760,n01980166,itap of a fiddler crab or calling crab.,fiddler crab or calling crab,1,120
761,n01855032,itap of a red-breasted merganser.,red-breasted merganser,1,98
762,n03128519,itap of a cream or ointment.,cream or ointment,0,99999
763,n12267677,itap of a acorn.,acorn,1,988
764,n03790512,itap of a motor cycle or motor bike.,motor cycle or motor bike,0,99999
765,n04239074,itap of a sliding door.,sliding door,1,799
766,n01694178,itap of a chameleon.,chameleon,1,47
767,n02924116,itap of a bus.,bus,0,99999
768,n07718472,itap of a cucumber.,cucumber,1,943
769,n03775546,itap of a mixing bowl.,mixing bowl,1,659
770,n03877472,itap of a pajamas.,pajamas,1,697
771,n02954340,itap of a cap.,cap,0,99999
772,n01630670,itap of a smooth newt.,smooth newt,1,26
773,n07742313,itap of a Granny Smith apple.,Granny Smith apple,1,948
774,n01669191,itap of a box turtle.,box turtle,1,37
775,n02992211,itap of a cello.,cello,1,486
776,n01641577,itap of a American bullfrog.,American bullfrog,1,30
777,n01820546,itap of a lorikeet.,lorikeet,1,90
778,dummy113,itap of a farming machine.,farming machine,0,99999
779,n03187595,itap of a rotary dial telephone.,rotary dial telephone,1,528
780,n03134739,itap of a croquet ball.,croquet ball,1,522
781,n03884397,itap of a pan flute or panpipe.,pan flute or panpipe,1,699
782,n03063689,itap of a coffeepot or coffeemaker.,coffeepot or coffeemaker,1,505
783,n02669723,itap of a academic gown or robe.,academic gown or robe,1,400
784,n12768682,itap of a buckeye or horse chestnut.,buckeye or horse chestnut,1,990
785,n01749939,itap of a green mamba.,green mamba,1,64
786,n02165456,itap of a ladybug or ladybird beetle.,ladybug or ladybird beetle,1,301
787,n02002556,itap of a white stork.,white stork,1,127
788,n02118333,itap of a Fox.,Fox,0,99999
789,n04490091,itap of a truck or motortruck.,truck or motortruck,0,99999
790,n01676755,itap of a iguanid lizard.,iguanid lizard,0,99999
791,n04447861,itap of a toilet seat.,toilet seat,1,861
792,n03902125,itap of a pay-phone.,pay-phone,1,707
793,n02115335,itap of a Wild Dog.,Wild Dog,0,99999
794,n02074367,itap of a dugong or sea cow.,dugong or sea cow,1,149
795,n02328150,itap of a Angora rabbit.,Angora rabbit,1,332
796,n01978287,itap of a Dungeness crab.,Dungeness crab,1,118
797,n01981276,itap of a Alaskan red king crab.,Alaskan red king crab,1,121
798,n04209239,itap of a shower curtain.,shower curtain,1,794
799,n04350905,itap of a men's suit.,men's suit,1,834
800,n02026059,itap of a sandpiper wading bird.,sandpiper wading bird,0,99999
801,n04097866,itap of a robe.,robe,0,99999
802,n02009229,itap of a little blue heron.,little blue heron,1,131
803,n01532829,itap of a house finch.,house finch,1,12
804,n03188531,itap of a diaper or nappy.,diaper or nappy,1,529
805,n02128385,itap of a leopard.,leopard,1,288
806,n03599486,itap of a jinrikisha or rickshaw.,jinrikisha or rickshaw,1,612
807,n02171869,itap of a scarabaeid beetle.,scarabaeid beetle,0,99999
808,n04328186,itap of a stopwatch.,stopwatch,1,826
809,n07730033,itap of a cardoon artichoke thisle.,cardoon artichoke thisle,1,946
810,n01644900,itap of a tailed frog.,tailed frog,1,32
811,n02777292,itap of a balance beam.,balance beam,1,416
812,n04505470,itap of a typewriter keyboard.,typewriter keyboard,1,878
813,n01494475,itap of a hammerhead shark.,hammerhead shark,1,4
814,n01663401,itap of a sea turtle or marine turtle.,sea turtle or marine turtle,0,99999
815,n03724870,itap of a mask.,mask,1,643
816,n03942813,itap of a ping-pong ball.,ping-pong ball,1,722
817,n01629819,itap of a fire salamander.,fire salamander,1,25
818,n04379243,itap of a table.,table,0,99999
819,n02002724,itap of a black stork.,black stork,1,128
820,n01739381,itap of a vine snake or whip snake.,vine snake or whip snake,1,59
821,n03637318,itap of a lampshade.,lampshade,1,619
822,n02834778,itap of a bicycle or bike.,bicycle or bike,0,99999
823,n02128925,itap of a jaguar.,jaguar,1,290
824,n03057021,itap of a coat.,coat,0,99999
825,n02165105,itap of a tiger beetle.,tiger beetle,1,300
826,n02799071,itap of a baseball.,baseball,1,429
827,n01824575,itap of a coucal.,coucal,1,91
828,n03891332,itap of a parking meter.,parking meter,1,704
829,n02177972,itap of a weevil.,weevil,1,307
830,n07613480,itap of a trifle pudding.,trifle pudding,1,927
831,n02011460,itap of a bittern bird.,bittern bird,1,133
832,n02422699,itap of a impala (antelope).,impala (antelope),1,352
833,n02690373,itap of a airliner.,airliner,1,404
834,n03014705,itap of a storage chest.,storage chest,1,492
835,n02708093,itap of a analog clock.,analog clock,1,409
836,n02130308,itap of a cheetah.,cheetah,1,293
837,n01847000,itap of a duck.,duck,1,97
838,n04459362,itap of a towel.,towel,0,99999
839,n07749582,itap of a lemon.,lemon,1,951
840,n02536864,itap of a coho silver salmon.,coho silver salmon,1,391
841,n03594734,itap of a denim jeans pant.,denim jeans pant,1,608
842,n01883070,itap of a wombat.,wombat,1,106
843,n03494278,itap of a harmonica or mouth organ.,harmonica or mouth organ,1,593
844,n12144580,itap of a corn.,corn,1,987
845,n02704792,itap of a amphibious vehicle.,amphibious vehicle,1,408
846,n02117135,itap of a hyena or hyaena.,hyena or hyaena,1,276
847,n01795545,itap of a black grouse.,black grouse,1,80
848,n02124075,itap of a Egyptian Mau.,Egyptian Mau,1,285
849,n02114548,itap of a Alaskan tundra wolf.,Alaskan tundra wolf,1,270
850,n07714571,itap of a head cabbage.,head cabbage,1,936
851,n01692333,itap of a Gila monster.,Gila monster,1,45
852,n04263257,itap of a soup bowl.,soup bowl,1,809
853,n02959942,itap of a railroad car.,railroad car,0,99999
854,n02496913,itap of a lemur.,lemur,0,99999
855,n01614925,itap of a American bald eagle.,American bald eagle,1,22
856,n02123597,itap of a Siamese cat.,Siamese cat,1,284
857,n04483307,itap of a trimaran boat.,trimaran boat,1,871
858,n02363005,itap of a beaver.,beaver,1,337
859,n02280649,itap of a small white butterfly.,small white butterfly,1,324
860,n02169497,itap of a leaf beetle.,leaf beetle,1,304
861,n01796340,itap of a ptarmigan.,ptarmigan,1,81
862,n02168699,itap of a longhorn beetle.,longhorn beetle,1,303
863,n01775062,itap of a wolf spider.,wolf spider,1,77
864,n15075141,itap of a toilet paper.,toilet paper,1,999
865,n01685808,itap of a desert grassland whiptail lizard.,desert grassland whiptail lizard,1,41
866,n02114712,itap of a red wolf or maned wolf.,red wolf,1,271
867,n01631663,itap of a newt.,newt,1,27
868,n02504458,itap of a African bush elephant.,African bush elephant,1,386
869,n07716358,itap of a zucchini or courgette.,zucchini or courgette,1,939
870,n02361337,itap of a marmot squirell.,marmot squirell,1,336
871,n04090263,itap of a rifle.,rifle,1,764
872,n03815615,itap of a necktie.,necktie,0,99999
873,n03207743,itap of a dishrag or dishcloth.,dishrag or dishcloth,1,533
874,n04151581,itap of a screen.,screen,0,99999
875,n01748264,itap of a Indian cobra or spectacled cobra or naja naja.,Indian cobra or spectacled cobra or naja naja,1,63
876,n02749479,itap of a assault rifle weapon.,assault rifle weapon,1,413
877,n01498041,itap of a stingray.,stingray,1,6
878,n03394916,itap of a French horn.,French horn,1,566
879,n02933112,itap of a storage cabinet.,storage cabinet,0,99999
880,n01881171,itap of a phalanger or opossum or possum.,phalanger or opossum or possum,0,99999
881,n01689811,itap of a alligator lizard.,alligator lizard,1,44
882,n03888605,itap of a parallel gymnastic bars.,parallel gymnastic bars,1,702
883,n04065272,itap of a recreational vehicle or RV vehicle.,recreational vehicle or RV vehicle,1,757
884,n01729322,itap of a eastern hog-nosed snake.,eastern hog-nosed snake,1,54
885,n04243546,itap of a slot machine.,slot machine,1,800
886,n03113152,itap of a cosmetic.,cosmetic,0,99999
887,n02025239,itap of a ruddy turnstone.,ruddy turnstone,1,139
888,n03930313,itap of a picket fence.,picket fence,1,716
889,n03447721,itap of a gong or tam-tam.,gong or tam-tam,1,577
890,n07745940,itap of a strawberry.,strawberry,1,949
891,n01616318,itap of a vulture.,vulture,1,23
892,n02167151,itap of a ground beetle.,ground beetle,1,302
893,n01751748,itap of a sea snake.,sea snake,1,65
894,n01773797,itap of a European garden spider.,European garden spider,1,74
895,n13133613,itap of a ear of corn.,ear of corn,1,998
896,n02958343,itap of a car or automobile.,car or automobile,0,99999
897,n03400231,itap of a frying pan or skillet.,frying pan or skillet,1,567
898,n01491361,itap of a tiger shark.,tiger shark,1,3
899,n01693334,itap of a European green lizard.,European green lizard,1,46
900,n07768694,itap of a pomegranate.,pomegranate,1,957
901,n02277742,itap of a ringlet butterfly.,ringlet butterfly,1,322
902,n03684823,itap of a railway locomotive engine.,railway locomotive engine,0,99999
903,n02123159,itap of a tiger cat or Oncilla.,tiger cat or Oncilla,1,282
904,n01695060,itap of a Komodo dragon.,Komodo dragon,1,48
905,n04086273,itap of a revolver.,revolver,1,763
906,n02279972,itap of a monarch milkweed butterfly.,monarch milkweed butterfly,1,323
907,n04380533,itap of a table lamp.,table lamp,1,846
908,n04592741,itap of a airplane wing.,airplane wing,1,908
909,n03249569,itap of a drum.,drum,1,541
910,n02672831,itap of a piano accordion.,piano accordion,1,401
911,n04398044,itap of a teapot.,teapot,1,849
912,n04482393,itap of a tricycle.,tricycle,1,870
913,n02422106,itap of a hartebeest.,hartebeest,1,351
914,n01817953,itap of a African grey parrot.,African grey parrot,1,87
915,n01632458,itap of a spotted salamander.,spotted salamander,1,28
916,n01537544,itap of a indigo bunting.,indigo bunting,1,14
917,n04133789,itap of a sandal footwear.,sandal footwear,1,774
918,n02488291,itap of a langur.,langur,1,374
919,n02066245,itap of a grey whale or gray whale.,grey whale or gray whale,1,147
920,n02106382,itap of a Bouvier des Flandres Dog.,Bouvier des Flandres Dog,1,233
921,n03452741,itap of a grand piano.,grand piano,1,579
922,n02493509,itap of a titi monkey.,titi monkey,1,380
923,n01677366,itap of a green iguana.,green iguana,1,39
924,n03045698,itap of a cloak or robe.,cloak,1,501
925,n03272010,itap of a electric guitar.,electric guitar,1,546
926,n02089867,itap of a Treeing Walker Coonhound.,Treeing Walker Coonhound,1,166
927,n07614500,itap of a ice cream.,ice cream,1,928
928,n07615774,itap of a ice lolly or popsicle.,ice lolly or popsicle,1,929
929,n04310018,itap of a steam locomotive.,steam locomotive,1,820
930,n02088632,itap of a Bluetick Coonhound.,Bluetick Coonhound,1,164
931,n04146614,itap of a school bus.,school bus,1,779
932,n02113335,itap of a Poodle.,Poodle,0,99999
933,n02486261,itap of a patas hussar monkey.,patas hussar monkey,1,371
934,n02086240,itap of a Shih-Tzu.,Shih-Tzu,1,155
935,n02097474,itap of a Tibetan Terrier.,Tibetan Terrier,1,200
936,n04487081,itap of a trolleybus.,trolleybus,1,874
937,n03379051,itap of a football helmet.,football helmet,1,560
938,n03785016,itap of a moped  cycle.,moped  cycle,1,665
939,n02093991,itap of a Irish Terrier.,Irish Terrier,1,184
940,n02095314,itap of a Wire Fox Terrier.,Wire Fox Terrier,1,188
941,n04120489,itap of a running shoe.,running shoe,1,770
942,n02086079,itap of a Pekingese.,Pekingese,1,154
943,n03476991,itap of a hair spray.,hair spray,1,585
944,n02091032,itap of a Italian Greyhound.,Italian Greyhound,1,171
945,n02119789,itap of a Kit Fox.,Kit Fox,1,278
946,n03000247,itap of a chain mail or armor.,chain mail or armor,1,490
947,n03345487,itap of a fire engine.,fire engine,1,555
948,n04357314,itap of a sunscreen or sunblock.,sunscreen or sunblock,1,838
949,n03325584,itap of a feather boa.,feather boa,1,552
950,n04204347,itap of a shopping cart.,shopping cart,1,791
951,n03930630,itap of a pickup truck.,pickup truck,1,717
952,n02093056,itap of a Bull Terrier.,Bull Terrier,0,99999
953,n02869837,itap of a poke bonnet.,poke bonnet,1,452
954,n02100877,itap of a Irish red Setter.,Irish red Setter,1,213
955,n04136333,itap of a sarong skirt.,sarong skirt,1,775
956,n04037443,itap of a race car or racing car.,race car or racing car,1,751
957,n03496892,itap of a combine harvester.,combine harvester,1,595
958,n02096585,itap of a Boston Terrier.,Boston Terrier,1,195
959,n03417042,itap of a garbage truck.,garbage truck,1,569
960,n07717070,itap of a winter squash.,winter squash,0,99999
961,n03690938,itap of a lotion.,lotion,1,631
962,n02120079,itap of a Arctic Fox.,Arctic Fox,1,279
963,n02111626,itap of a Spitz Dog.,Spitz Dog,0,99999
964,n03792782,itap of a all-terrain mountain bike.,all-terrain mountain bike,1,671
965,n04532106,itap of a vestment.,vestment,1,887
966,n01882714,itap of a koala bear.,koala bear,1,105
967,n02883205,itap of a bow tie.,bow tie,1,457
968,n02085620,itap of a Chihuahua.,Chihuahua,1,151
969,n02112350,itap of a Keeshond.,Keeshond,1,261
970,n02102973,itap of a Irish water Spaniel.,Irish water Spaniel,1,221
971,n02092002,itap of a Scottish Deerhound.,Scottish Deerhound,1,177
972,n02090379,itap of a Redbone Coonhound.,Redbone Coonhound,1,168
973,n02102318,itap of a Cocker Spaniel.,Cocker Spaniel,1,219
